,Location,Prices,Xususiy biznes,Turar joyi,Xonalar,Umumiy maydoni,Etaj,Max etaj,Mebel,Televizor,Shifoxona,Bolalar bogchasi,Kongilochar joy,Yashil maydon,Avtoturargoh,Maktab,HovliDom
4674,0,58000.0,Бизнес,Вторичный рынок,2,52.0,2,4,1,0,1,1,1,1,1,1,0
4675,1,33500.0,Бизнес,Вторичный рынок,1,38.0,2,4,1,0,0,0,0,0,0,0,0
4676,2,28000.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,1,1,0
4677,1,135000.0,Бизнес,Новостройки,4,113.0,3,5,1,1,1,1,1,1,1,1,0
4678,1,110000.0,Бизнес,Новостройки,4,117.0,1,8,1,1,1,1,1,1,1,1,0
4679,1,117000.0,Бизнес,Новостройки,4,106.0,5,8,0,1,1,1,1,1,1,1,0
4680,1,115000.0,Бизнес,Новостройки,3,78.0,5,9,0,1,1,1,1,1,1,1,0
4681,2,110000.0,Бизнес,Вторичный рынок,3,95.0,5,9,1,1,1,1,1,1,1,1,0
4682,2,109900.0,Бизнес,Новостройки,3,78.0,1,9,1,0,1,1,1,1,1,1,0
4683,2,52000.0,Бизнес,Вторичный рынок,3,75.0,3,5,0,0,1,1,1,1,1,1,0
4684,2,56000.0,Бизнес,Вторичный рынок,2,60.0,7,9,0,0,1,1,1,1,1,1,0
4685,1,32999.0,Бизнес,Вторичный рынок,1,39.0,1,5,0,0,1,1,1,1,1,1,0
4686,1,37500.0,Бизнес,Вторичный рынок,2,52.0,4,4,0,0,1,1,1,1,1,1,0
4687,0,44500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
4688,0,31000.0,Бизнес,Новостройки,1,52.0,8,9,0,0,1,1,1,1,1,1,0
4689,1,210000.0,Бизнес,Новостройки,4,170.0,3,9,1,0,0,0,0,0,0,0,0
4690,1,51500.0,Бизнес,Вторичный рынок,2,62.0,1,4,0,1,1,1,1,1,1,1,0
4691,1,36000.0,Частное лицо,Вторичный рынок,3,61.0,2,2,1,1,1,0,0,0,0,1,0
4692,0,70700.0,Бизнес,Вторичный рынок,3,85.0,2,4,0,0,1,1,1,1,1,1,0
4693,2,175000.0,Бизнес,Новостройки,4,153.0,5,7,0,0,0,0,0,0,0,0,0
4694,0,55000.0,Частное лицо,Вторичный рынок,3,85.0,2,9,1,1,1,1,1,1,1,1,0
4695,2,130000.0,Бизнес,Новостройки,4,130.0,5,8,0,0,0,0,0,0,0,0,0
4696,2,84000.0,Бизнес,Вторичный рынок,3,85.0,3,4,1,0,0,0,0,0,0,0,0
4697,1,63000.0,Бизнес,Вторичный рынок,1,48.0,2,4,1,0,0,0,0,0,0,0,0
4698,1,90000.0,Бизнес,Вторичный рынок,3,70.0,3,4,1,0,0,0,0,0,0,0,0
4699,2,140000.0,Бизнес,Новостройки,3,105.0,3,7,0,0,0,0,0,0,0,0,0
4700,0,46000.0,Бизнес,Вторичный рынок,3,70.0,5,5,0,0,1,1,1,1,1,1,0
4701,0,38500.0,Бизнес,Вторичный рынок,2,48.0,4,4,1,0,0,0,0,0,0,0,0
4702,1,140000.0,Бизнес,Вторичный рынок,4,110.0,2,7,1,0,0,0,0,0,0,0,0
4703,0,42500.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
4704,1,42900.0,Бизнес,Вторичный рынок,2,60.0,6,9,0,0,1,1,1,1,1,1,0
4705,2,135000.0,Бизнес,Новостройки,3,92.0,2,8,0,1,1,1,1,1,1,1,0
4706,1,85007.0,Бизнес,Вторичный рынок,4,133.0,6,9,0,0,1,1,1,1,1,1,0
4707,1,13549.0,Бизнес,Новостройки,1,563.0,7,12,0,0,1,1,1,1,1,1,0
4708,1,35000.0,Бизнес,Вторичный рынок,2,60.0,4,4,0,0,1,1,1,1,1,1,0
4709,1,32500.0,Бизнес,Вторичный рынок,1,40.0,3,5,0,0,1,1,1,1,1,1,0
4710,1,33500.0,Бизнес,Вторичный рынок,2,57.0,8,9,0,0,0,0,0,0,0,0,0
4711,1,50000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,1,1,1,1,1,1,0
4712,1,36000.0,Бизнес,Вторичный рынок,2,50.0,1,4,0,0,1,1,0,1,1,1,0
4713,2,90000.0,Бизнес,Новостройки,2,46.0,3,8,0,0,1,1,1,1,1,1,0
4714,0,42000.0,Бизнес,Вторичный рынок,2,48.0,3,4,0,0,1,1,1,1,1,1,0
4715,2,58000.0,Бизнес,Новостройки,2,50.0,3,7,1,0,1,1,1,1,1,1,0
4716,1,40500.0,Бизнес,Вторичный рынок,2,46.0,2,4,0,0,0,0,0,0,0,0,0
4717,2,180000.0,Бизнес,Новостройки,4,121.0,4,10,1,1,1,1,1,1,1,1,0
4718,0,33500.0,Бизнес,Вторичный рынок,1,28.0,2,4,1,0,1,1,1,1,1,1,0
4719,1,67000.0,Бизнес,Вторичный рынок,4,80.0,4,5,0,0,0,0,0,0,0,0,0
4720,0,28600.0,Бизнес,Вторичный рынок,1,40.0,3,5,0,0,1,1,1,1,1,1,0
4721,1,60000.0,Бизнес,Вторичный рынок,2,60.0,4,9,0,0,1,1,1,1,1,1,0
4722,0,44500.0,Бизнес,Вторичный рынок,2,47.0,1,4,1,1,1,1,1,1,1,1,0
4723,2,180000.0,Бизнес,Новостройки,3,108.0,3,7,0,0,1,1,1,1,1,1,0
4724,1,46000.0,Бизнес,Вторичный рынок,2,42.0,3,5,0,0,1,1,1,1,1,1,0
4725,1,30700.0,Бизнес,Вторичный рынок,1,41.0,4,9,0,0,0,0,0,0,0,0,0
4726,1,57000.0,Бизнес,Вторичный рынок,3,68.0,2,4,1,0,0,0,0,0,0,0,0
4727,0,38000.0,Бизнес,Вторичный рынок,2,45.0,1,4,0,0,1,1,1,1,1,1,0
4728,1,57000.0,Бизнес,Вторичный рынок,3,68.0,2,4,1,0,0,0,0,0,0,0,0
4729,1,108000.0,Бизнес,Новостройки,4,142.0,3,9,0,0,1,1,1,1,1,1,0
4730,2,29500.0,Частное лицо,Вторичный рынок,1,24.7,2,4,1,0,1,1,0,1,1,1,0
4731,2,360000.0,Бизнес,Новостройки,4,211.0,5,8,1,0,0,0,0,0,0,0,0
4732,0,34500.0,Бизнес,Вторичный рынок,1,42.0,4,9,0,0,1,1,1,1,1,1,0
4733,1,41000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,0,0,0,0,0,0,0
4734,0,48900.0,Бизнес,Вторичный рынок,2,48.0,4,4,1,1,1,1,1,1,1,1,0
4735,0,66000.0,Бизнес,Вторичный рынок,3,72.0,7,9,0,0,1,1,1,1,1,1,0
4736,2,58000.0,Бизнес,Новостройки,3,80.0,3,5,1,0,1,1,1,1,1,1,0
4737,2,50000.0,Бизнес,Вторичный рынок,1,30.0,2,4,0,0,0,0,0,0,0,0,0
4738,0,35500.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
4739,1,36500.0,Бизнес,Вторичный рынок,2,55.0,4,4,0,0,1,1,1,1,1,1,0
4740,2,72000.0,Бизнес,Вторичный рынок,4,90.0,15,16,1,0,0,0,0,0,0,0,0
4741,0,24800.0,Бизнес,Новостройки,2,56.0,6,7,0,0,1,1,1,1,1,1,0
4742,2,95000.0,Бизнес,Новостройки,3,92.0,7,9,0,0,0,0,0,0,0,0,0
4743,2,88000.0,Бизнес,Новостройки,3,80.0,5,8,1,0,0,0,0,0,0,0,0
4744,2,75000.0,Бизнес,Вторичный рынок,2,80.0,2,4,1,0,0,0,0,0,0,0,0
4745,2,95000.0,Бизнес,Вторичный рынок,3,82.0,2,4,1,0,0,0,0,0,0,0,0
4746,2,152000.0,Бизнес,Новостройки,4,118.0,6,8,1,0,0,0,0,0,0,0,0
4747,0,48000.0,Бизнес,Вторичный рынок,3,72.0,7,9,0,0,0,0,0,0,0,0,0
4748,0,62000.0,Частное лицо,Вторичный рынок,4,96.0,9,9,0,1,0,1,0,0,1,1,0
4749,2,180000.0,Бизнес,Новостройки,3,110.0,3,6,1,0,0,0,0,0,0,0,0
4750,2,90000.0,Бизнес,Новостройки,2,60.0,6,9,1,0,0,0,0,0,0,0,0
4751,2,150000.0,Бизнес,Вторичный рынок,4,104.0,2,4,1,0,0,0,0,0,0,0,0
4752,1,53000.0,Бизнес,Вторичный рынок,1,48.0,9,9,1,0,0,0,0,0,0,0,0
4753,1,65000.0,Бизнес,Новостройки,3,79.0,9,10,0,1,1,1,1,1,1,1,0
4754,0,45000.0,Бизнес,Вторичный рынок,2,50.0,3,4,1,0,1,1,1,1,1,1,0
4755,1,32000.0,Бизнес,Вторичный рынок,1,39.0,5,5,1,1,1,1,1,1,1,1,0
4756,2,95000.0,Бизнес,Вторичный рынок,3,85.0,2,4,1,0,0,0,0,0,0,0,0
4757,2,120000.0,Бизнес,Вторичный рынок,3,110.0,3,5,0,0,1,1,1,1,1,1,0
4758,1,200000.0,Бизнес,Новостройки,3,125.0,3,10,1,0,0,0,0,0,0,0,0
4759,1,43500.0,Бизнес,Вторичный рынок,3,70.0,7,9,0,0,1,1,1,1,1,1,0
4760,0,35000.0,Бизнес,Вторичный рынок,2,40.0,3,4,0,0,1,1,1,1,1,1,0
4761,1,37000.0,Бизнес,Вторичный рынок,2,56.0,8,9,1,1,1,1,1,1,1,1,0
4762,0,31500.0,Частное лицо,Вторичный рынок,1,39.0,2,4,0,0,1,1,1,1,1,1,0
4763,1,43000.0,Бизнес,Вторичный рынок,2,60.0,1,5,0,0,0,0,0,0,0,0,0
4764,1,56000.0,Частное лицо,Вторичный рынок,2,52.0,1,4,1,1,1,1,1,0,1,1,0
4765,1,45000.0,Бизнес,Вторичный рынок,3,75.0,7,9,0,0,1,1,0,0,1,1,0
4766,1,42800.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
4767,1,70000.0,Частное лицо,Вторичный рынок,2,54.0,2,4,0,0,1,1,1,1,1,1,0
4768,1,30000.0,Бизнес,Вторичный рынок,2,50.0,1,1,0,0,1,1,1,1,1,1,0
4769,0,48500.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,1,1,1,1,1,1,1,0
4770,1,120000.0,Бизнес,Вторичный рынок,3,110.0,1,4,0,0,0,0,0,0,0,0,0
4771,0,41500.0,Бизнес,Вторичный рынок,2,50.0,1,4,0,0,0,0,0,0,0,0,0
4772,0,45000.0,Бизнес,Вторичный рынок,3,80.0,5,9,0,0,1,1,1,1,1,1,0
4773,2,238000.0,Бизнес,Новостройки,3,120.0,5,10,1,1,1,1,1,1,1,1,0
4774,1,52500.0,Бизнес,Вторичный рынок,4,85.0,1,5,0,0,0,0,0,0,0,0,0
4775,1,44000.0,Бизнес,Новостройки,2,62.0,5,8,0,0,0,0,0,0,0,0,0
4776,1,62500.0,Бизнес,Вторичный рынок,4,88.0,1,4,1,0,1,1,0,0,1,1,0
4777,1,92000.0,Бизнес,Новостройки,3,90.0,5,8,1,0,0,0,0,0,0,0,0
4778,1,42000.0,Бизнес,Вторичный рынок,3,70.0,4,4,1,0,0,0,0,0,0,0,0
4779,1,45000.0,Бизнес,Новостройки,2,60.0,2,3,0,1,1,1,1,1,1,1,0
4780,0,30000.0,Бизнес,Вторичный рынок,1,31.0,2,4,0,0,1,1,1,1,1,1,0
4781,0,26500.0,Бизнес,Вторичный рынок,1,40.0,4,4,1,0,0,0,0,0,0,0,0
4782,0,56000.0,Бизнес,Вторичный рынок,4,80.0,4,4,0,0,0,0,0,0,0,0,0
4783,0,48000.0,Бизнес,Новостройки,2,56.0,1,7,0,0,1,1,1,1,1,1,0
4784,1,28500.0,Бизнес,Вторичный рынок,1,35.0,4,4,0,0,1,1,1,1,1,1,0
4785,1,65000.0,Бизнес,Вторичный рынок,4,85.0,2,5,0,0,1,1,0,1,1,1,0
4786,1,43000.0,Бизнес,Вторичный рынок,2,60.0,5,5,1,1,1,0,1,1,1,0,0
4787,1,110000.0,Бизнес,Новостройки,4,100.0,1,7,1,0,0,0,0,0,0,0,0
4788,2,240000.0,Бизнес,Новостройки,6,180.0,1,8,1,0,0,0,0,0,0,0,0
4789,2,94000.0,Бизнес,Новостройки,4,118.0,7,8,0,0,0,0,0,0,0,0,0
4790,2,33500.0,Бизнес,Новостройки,1,43.0,6,9,0,0,1,1,1,1,1,1,0
4791,0,41000.0,Бизнес,Вторичный рынок,2,47.0,2,4,0,0,1,1,1,1,1,1,0
4792,1,45200.0,Бизнес,Вторичный рынок,2,60.0,3,5,0,0,0,0,0,0,0,0,0
4793,1,23500.0,Бизнес,Новостройки,1,20.0,1,4,0,0,0,0,0,0,0,0,0
4794,1,39500.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,0,0,0,0,0,0,0
4795,2,37000.0,Бизнес,Новостройки,2,51.0,5,5,0,0,1,1,1,1,1,1,0
4796,2,39000.0,Бизнес,Вторичный рынок,3,75.0,9,9,0,0,1,1,1,1,1,1,0
4797,0,31000.0,Бизнес,Вторичный рынок,1,33.0,3,4,0,0,1,1,1,1,1,1,0
4798,0,44300.0,Бизнес,Вторичный рынок,2,54.0,1,4,1,0,1,1,1,1,1,1,0
4799,0,66300.0,Бизнес,Вторичный рынок,3,70.0,3,4,1,0,1,1,1,1,1,1,0
4800,0,47000.0,Бизнес,Вторичный рынок,3,63.0,4,4,1,0,0,0,0,0,0,0,0
4801,0,45200.0,Бизнес,Вторичный рынок,3,65.0,2,4,1,0,1,1,1,1,1,1,0
4802,0,33400.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
4803,0,35900.0,Бизнес,Вторичный рынок,1,35.0,3,4,1,0,1,1,1,1,1,1,0
4804,0,42200.0,Бизнес,Вторичный рынок,2,52.0,2,4,1,0,1,1,1,1,1,1,0
4805,0,29000.0,Бизнес,Вторичный рынок,1,30.0,3,4,1,0,1,1,1,1,1,1,0
4806,0,33200.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
4807,0,36999.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,0,0,0,0,0,0,0
4808,1,160000.0,Бизнес,Новостройки,3,80.0,6,8,1,1,1,1,1,1,1,1,0
4809,0,33000.0,Бизнес,Вторичный рынок,2,40.0,3,4,0,0,0,0,0,0,0,0,0
4810,1,145000.0,Бизнес,Новостройки,3,80.0,8,8,1,1,1,1,1,1,1,1,0
4811,0,35500.0,Бизнес,Вторичный рынок,2,45.0,3,5,1,1,1,1,1,1,1,1,0
4812,0,27500.0,Бизнес,Вторичный рынок,1,33.0,5,10,0,0,1,1,1,1,1,1,0
4813,1,32500.0,Бизнес,Вторичный рынок,2,40.0,4,4,0,0,0,1,0,0,0,1,0
4814,0,30000.0,Бизнес,Вторичный рынок,2,56.0,2,2,0,0,1,1,1,1,1,1,0
4815,1,63000.0,Бизнес,Вторичный рынок,4,90.0,3,5,0,0,0,0,0,0,0,0,0
4816,1,57000.0,Бизнес,Вторичный рынок,4,92.0,4,5,1,1,1,1,1,1,1,1,0
4817,1,57000.0,Частное лицо,Вторичный рынок,2,57.0,3,3,1,0,1,1,1,0,1,1,0
4818,0,38999.0,Бизнес,Вторичный рынок,2,47.0,4,4,1,0,0,0,0,0,0,0,0
4819,1,51500.0,Бизнес,Вторичный рынок,3,72.0,4,4,0,0,1,1,1,1,1,1,0
4820,0,75000.0,Бизнес,Вторичный рынок,4,95.0,1,4,0,1,1,1,1,1,1,1,0
4821,1,95000.0,Бизнес,Новостройки,4,104.0,3,9,1,1,1,1,1,1,1,1,0
4822,1,72000.0,Бизнес,Вторичный рынок,4,92.0,2,5,0,0,1,1,1,1,1,1,0
4823,2,28000.0,Бизнес,Вторичный рынок,2,47.0,1,4,0,0,0,0,0,0,0,0,0
4824,1,25500.0,Бизнес,Вторичный рынок,1,32.0,4,4,0,0,1,1,1,1,1,1,0
4825,1,67000.0,Частное лицо,Вторичный рынок,3,72.0,6,9,0,0,1,1,1,1,1,1,0
4826,2,82000.0,Бизнес,Вторичный рынок,3,80.0,4,5,1,0,1,1,1,1,1,1,0
4827,0,44500.0,Бизнес,Вторичный рынок,2,50.0,3,4,0,0,1,1,1,1,1,1,0
4828,0,51000.0,Бизнес,Вторичный рынок,2,48.0,2,4,0,0,1,1,1,1,1,1,0
4829,2,200000.0,Бизнес,Новостройки,3,120.0,3,7,1,1,1,1,1,1,1,1,0
4830,1,150000.0,Бизнес,Новостройки,4,133.0,2,8,1,0,0,0,0,0,0,0,0
4831,2,42000.0,Частное лицо,Вторичный рынок,2,48.62,5,5,1,0,1,1,1,0,0,1,0
4832,1,200000.0,Бизнес,Новостройки,3,115.0,5,5,1,0,0,0,0,0,0,0,0
4833,0,46000.0,Бизнес,Вторичный рынок,2,60.0,2,5,0,0,1,1,1,1,1,1,0
4834,0,55000.0,Бизнес,Вторичный рынок,3,70.0,1,5,1,0,1,1,1,1,1,1,0
4835,0,60000.0,Бизнес,Вторичный рынок,2,78.0,2,4,1,1,1,1,1,1,1,1,0
4836,0,56000.0,Бизнес,Вторичный рынок,3,65.0,2,4,1,0,1,1,1,1,1,1,0
4837,0,55000.0,Бизнес,Вторичный рынок,3,70.0,1,5,0,0,0,0,0,0,0,0,0
4838,0,51000.0,Бизнес,Вторичный рынок,3,70.0,3,5,1,0,1,1,1,1,1,1,0
4839,0,58000.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,1,1,1,1,1,1,1,0
4840,0,37000.0,Бизнес,Вторичный рынок,1,42.0,2,5,1,1,1,1,1,1,1,1,0
4841,0,45000.0,Бизнес,Вторичный рынок,3,75.0,7,9,1,1,1,1,0,0,0,1,0
4842,0,33000.0,Бизнес,Вторичный рынок,2,47.0,5,5,1,1,1,1,1,1,1,1,0
4843,1,85000.0,Бизнес,Новостройки,3,77.0,2,4,1,1,1,1,1,1,1,1,0
4844,1,43000.0,Бизнес,Вторичный рынок,2,80.0,9,9,0,0,1,1,1,1,1,1,0
4845,0,30500.0,Бизнес,Вторичный рынок,2,64.0,9,9,0,0,0,0,0,0,0,0,0
4846,0,66000.0,Бизнес,Вторичный рынок,3,72.0,2,5,0,0,0,0,0,0,0,0,0
4847,1,53000.0,Бизнес,Вторичный рынок,3,70.0,1,4,1,1,1,1,1,1,1,1,0
4848,1,29600.0,Бизнес,Новостройки,2,37.0,9,11,0,0,0,0,0,0,0,0,0
4849,0,29600.0,Бизнес,Вторичный рынок,1,30.0,4,4,1,0,0,0,0,0,0,0,0
4850,1,28500.0,Бизнес,Вторичный рынок,1,30.0,1,11,0,0,0,0,0,0,0,0,0
4851,1,35000.0,Бизнес,Вторичный рынок,1,40.0,2,4,0,0,0,0,0,0,0,0,0
4852,1,31000.0,Бизнес,Новостройки,2,61.0,8,9,0,0,1,1,1,1,1,1,0
4853,1,60000.0,Бизнес,Вторичный рынок,2,55.0,2,4,1,0,0,0,0,0,0,0,0
4854,1,210000.0,Бизнес,Новостройки,4,170.0,3,10,1,1,1,1,1,1,1,1,0
4856,2,150000.0,Бизнес,Новостройки,2,70.0,7,8,0,0,1,1,1,1,1,1,0
4857,0,37000.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
4858,1,41800.0,Бизнес,Вторичный рынок,2,60.0,2,5,0,0,1,1,1,1,1,1,0
4860,0,57500.0,Бизнес,Вторичный рынок,3,68.0,3,4,0,0,0,0,0,0,0,0,0
4861,0,26000.0,Бизнес,Вторичный рынок,2,40.0,1,2,0,0,1,1,0,0,1,1,0
4862,1,127000.0,Частное лицо,Новостройки,3,130.0,8,9,1,0,0,0,0,0,1,0,0
4863,1,50000.0,Бизнес,Вторичный рынок,3,72.0,3,4,0,0,1,1,1,1,1,1,0
4864,2,29000.0,Частное лицо,Вторичный рынок,1,30.0,3,4,0,0,1,1,1,1,1,1,0
4865,1,55000.0,Частное лицо,Вторичный рынок,4,78.0,6,9,1,0,0,0,0,1,1,1,0
4866,0,28000.0,Бизнес,Вторичный рынок,1,27.0,3,3,0,0,1,1,1,1,1,0,0
4867,1,46500.0,Бизнес,Новостройки,2,72.0,5,5,1,0,1,1,1,1,1,1,0
4868,2,92099.0,Бизнес,Новостройки,3,131.57,7,12,0,0,1,1,1,1,1,1,0
4870,0,21500.0,Бизнес,Новостройки,2,54.0,7,7,0,1,1,1,1,1,1,1,0
4871,1,60000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,1,1,1,1,1,1,0
4872,1,33500.0,Бизнес,Вторичный рынок,1,38.0,2,4,1,0,0,0,0,0,0,0,0
4873,2,75000.0,Бизнес,Вторичный рынок,3,75.0,4,9,1,1,1,1,1,1,1,1,0
4874,2,36000.0,Бизнес,Вторичный рынок,1,30.0,1,3,0,0,0,0,0,0,0,0,0
4875,0,36500.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
4876,1,56400.0,Частное лицо,Вторичный рынок,3,78.0,4,5,1,0,1,1,1,1,1,1,0
4877,0,40000.0,Бизнес,Вторичный рынок,1,42.0,3,4,1,0,0,1,1,1,1,1,0
4878,0,34000.0,Бизнес,Вторичный рынок,1,37.0,4,4,1,0,1,1,1,1,1,1,0
4879,2,105000.0,Бизнес,Вторичный рынок,3,75.0,1,9,0,0,0,0,0,0,0,0,0
4880,1,120000.0,Частное лицо,Вторичный рынок,5,220.0,1,4,1,1,1,1,0,0,0,1,0
4881,2,157000.0,Бизнес,Новостройки,4,109.0,2,8,1,0,0,0,0,0,0,0,0
4882,1,75000.0,Бизнес,Новостройки,4,105.0,7,9,0,0,0,0,0,0,0,0,0
4883,1,45000.0,Бизнес,Вторичный рынок,3,60.0,2,4,1,0,0,0,0,0,0,0,0
4884,1,66000.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,1,1,1,1,1,1,1,0
4885,0,29300.0,Бизнес,Вторичный рынок,2,40.0,3,5,0,0,1,1,1,1,1,1,0
4886,2,64000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,1,1,1,1,1,1,1,0
4887,0,48900.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,1,1,1,1,1,1,1,0
4888,1,70500.0,Бизнес,Новостройки,3,83.0,8,8,0,0,0,0,0,0,0,0,0
4889,2,93000.0,Бизнес,Вторичный рынок,3,75.0,1,4,1,0,0,0,0,0,0,0,0
4890,1,160000.0,Бизнес,Новостройки,3,96.0,13,25,1,0,0,0,0,0,0,0,0
4891,1,58000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,0,0,0,0,0,0,0
4892,1,35000.0,Частное лицо,Новостройки,2,53.0,6,8,0,0,0,0,0,0,0,0,0
4893,1,75000.0,Бизнес,Вторичный рынок,3,78.0,3,4,1,0,0,0,0,0,0,0,0
4894,1,82000.0,Бизнес,Новостройки,2,62.0,1,9,1,1,1,1,1,1,1,1,0
4895,1,34500.0,Бизнес,Вторичный рынок,2,46.57,4,4,0,0,1,1,1,1,1,1,0
4896,1,55000.0,Бизнес,Вторичный рынок,3,70.0,9,9,0,0,1,1,1,1,1,1,0
4897,1,65000.0,Бизнес,Новостройки,2,59.0,6,8,0,0,1,1,1,1,1,1,0
4898,2,92000.0,Бизнес,Вторичный рынок,3,102.0,6,9,0,0,1,1,1,1,1,1,0
4900,1,45500.0,Бизнес,Вторичный рынок,2,63.0,4,5,1,1,1,1,1,1,1,1,0
4901,1,130000.0,Бизнес,Новостройки,4,130.0,5,9,0,0,1,0,1,1,0,0,0
4902,1,26000.0,Бизнес,Вторичный рынок,1,35.0,4,4,0,0,1,1,1,1,1,1,0
4903,1,56000.0,Бизнес,Вторичный рынок,2,65.0,6,9,0,0,0,0,0,0,0,0,0
4904,0,40000.0,Бизнес,Вторичный рынок,2,48.0,1,4,1,0,0,0,0,0,0,0,0
4905,1,33300.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,0,0,0,0,0,0,0
4906,2,63000.0,Бизнес,Вторичный рынок,1,45.0,2,4,1,0,1,1,1,1,1,1,0
4908,0,29500.0,Бизнес,Вторичный рынок,1,30.0,2,4,0,0,1,1,1,1,1,1,0
4909,2,14900.0,Бизнес,Вторичный рынок,1,18.0,4,4,0,0,0,0,0,0,0,0,0
4910,0,40000.0,Бизнес,Вторичный рынок,2,48.0,1,4,1,0,1,1,1,1,1,1,0
4911,1,33300.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
4912,0,53000.0,Бизнес,Вторичный рынок,4,80.0,3,4,0,0,0,0,0,0,0,0,0
4913,1,75000.0,Бизнес,Новостройки,2,50.0,1,8,1,0,0,0,0,0,0,0,0
4914,1,36500.0,Бизнес,Вторичный рынок,2,58.0,9,9,0,0,1,1,1,1,1,1,0
4915,1,22800.0,Бизнес,Новостройки,1,26.0,2,3,0,0,0,0,0,0,0,0,0
4916,0,60000.0,Бизнес,Вторичный рынок,3,70.0,5,5,1,1,1,1,1,1,1,1,0
4917,2,260000.0,Бизнес,Новостройки,4,155.0,1,6,1,0,0,0,0,0,0,0,0
4918,1,58000.0,Частное лицо,Вторичный рынок,3,70.0,3,3,0,0,0,0,0,0,0,0,0
4919,0,69300.0,Бизнес,Новостройки,3,77.0,5,5,1,1,1,1,1,1,1,1,0
4920,1,42000.0,Бизнес,Вторичный рынок,2,62.0,4,9,0,0,1,1,1,1,1,1,0
4921,1,58500.0,Бизнес,Вторичный рынок,3,78.0,1,4,0,1,1,1,1,1,1,1,0
4922,2,78000.0,Бизнес,Вторичный рынок,3,73.0,1,5,1,0,1,1,1,1,1,1,0
4923,2,72000.0,Бизнес,Вторичный рынок,3,7.0,4,4,0,0,1,1,1,1,1,1,0
4924,0,33000.0,Бизнес,Вторичный рынок,1,34.0,1,4,0,0,1,1,1,1,1,1,0
4925,1,57000.0,Частное лицо,Вторичный рынок,5,120.0,7,9,0,0,1,1,1,1,1,1,0
4926,1,60000.0,Бизнес,Вторичный рынок,4,85.0,4,4,1,0,1,1,1,1,1,1,0
4927,0,39500.0,Бизнес,Вторичный рынок,1,43.0,4,5,1,0,1,1,1,1,1,1,0
4928,0,51500.0,Бизнес,Новостройки,3,62.0,4,6,1,0,0,0,0,0,0,0,0
4929,2,58000.0,Частное лицо,Вторичный рынок,2,52.0,3,4,1,1,1,1,1,1,1,1,0
4930,2,48000.0,Бизнес,Вторичный рынок,2,65.0,8,9,1,1,1,1,1,1,1,1,0
4931,2,165000.0,Бизнес,Новостройки,4,137.0,3,12,0,0,0,0,0,0,0,0,0
4932,0,44000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,0,1,1,1,1,1,1,0
4933,1,56500.0,Бизнес,Вторичный рынок,3,90.0,2,5,1,0,1,1,0,0,1,1,0
4934,2,75000.0,Бизнес,Новостройки,2,50.0,8,8,1,1,1,1,1,1,1,1,0
4935,1,72000.0,Бизнес,Новостройки,3,92.0,5,8,0,0,0,0,0,0,0,0,0
4936,0,90000.0,Бизнес,Новостройки,3,105.0,5,6,1,1,1,1,1,1,1,1,0
4937,2,86000.0,Бизнес,Новостройки,2,58.0,6,7,0,0,0,0,0,0,0,0,0
4938,2,98000.0,Бизнес,Вторичный рынок,3,100.0,4,5,1,1,1,1,1,1,1,0,0
4939,1,177000.0,Бизнес,Новостройки,4,150.0,3,8,0,0,1,1,1,1,1,1,0
4940,0,37000.0,Бизнес,Вторичный рынок,2,54.0,1,4,0,0,1,1,1,1,1,1,0
4941,1,56000.0,Бизнес,Вторичный рынок,2,65.0,2,9,0,0,0,0,0,0,0,0,0
4942,0,39000.0,Частное лицо,Вторичный рынок,2,48.0,3,4,1,1,0,0,0,0,0,0,0
4943,0,36500.0,Бизнес,Вторичный рынок,1,46.0,4,4,1,1,1,1,1,1,1,1,0
