,Location,Prices,Xususiy biznes,Turar joyi,Xonalar,Umumiy maydoni,Etaj,Max etaj,Mebel,Televizor,Shifoxona,Bolalar bogchasi,Kongilochar joy,Yashil maydon,Avtoturargoh,Maktab,HovliDom
1404,0,29000.0,Бизнес,Вторичный рынок,2,45.0,6,9,1,0,1,1,1,1,1,1,0
1405,0,33500.0,Бизнес,Вторичный рынок,1,45.0,4,5,0,0,1,1,1,1,1,1,0
1406,0,66000.0,Бизнес,Вторичный рынок,3,70.0,2,9,1,0,1,1,1,1,1,1,0
1407,0,35500.0,Бизнес,Вторичный рынок,1,42.0,4,4,0,0,0,0,0,0,0,0,0
1408,0,41000.0,Бизнес,Вторичный рынок,1,42.0,1,4,1,1,1,1,1,1,1,1,0
1409,1,62000.0,Бизнес,Новостройки,2,60.0,6,8,1,0,1,1,1,1,1,1,0
1410,0,52000.0,Бизнес,Вторичный рынок,2,60.0,7,9,1,0,1,1,1,1,1,1,0
1411,1,58000.0,Бизнес,Вторичный рынок,2,53.0,4,5,1,0,1,1,1,1,1,1,0
1412,2,47000.0,Бизнес,Вторичный рынок,3,90.0,9,9,1,0,1,1,1,1,1,1,0
1413,2,66000.0,Бизнес,Вторичный рынок,4,87.0,3,5,0,0,0,0,0,0,0,0,0
1414,2,136000.0,Бизнес,Вторичный рынок,3,114.0,5,7,0,0,1,1,1,1,1,1,0
1415,2,120000.0,Бизнес,Вторичный рынок,4,100.0,2,4,1,1,1,1,1,1,1,1,0
1416,2,60000.0,Бизнес,Вторичный рынок,2,55.0,3,4,1,0,1,1,1,1,1,1,0
1417,1,33000.0,Бизнес,Вторичный рынок,2,46.0,1,10,0,0,1,1,1,1,1,1,0
1418,1,33000.0,Бизнес,Вторичный рынок,2,46.0,1,9,0,0,1,1,1,1,1,1,0
1419,0,56000.0,Бизнес,Вторичный рынок,2,52.0,2,4,1,1,0,1,0,1,0,0,0
1420,2,37500.0,Бизнес,Вторичный рынок,1,28.0,4,5,0,0,1,1,1,1,1,1,0
1421,0,43500.0,Бизнес,Новостройки,3,58.0,3,7,0,0,1,1,1,1,1,1,0
1422,0,37500.0,Бизнес,Вторичный рынок,2,42.0,4,4,0,0,1,1,1,1,1,1,0
1423,2,71000.0,Бизнес,Вторичный рынок,2,65.0,8,9,1,0,1,1,1,1,1,1,0
1424,2,84000.0,Бизнес,Вторичный рынок,3,76.0,5,5,0,0,1,1,1,1,1,1,0
1425,0,35000.0,Бизнес,Вторичный рынок,1,40.0,1,4,0,0,1,1,1,1,1,1,0
1426,1,54000.0,Бизнес,Вторичный рынок,2,52.0,4,4,0,0,1,1,1,1,1,1,0
1427,2,56000.0,Бизнес,Вторичный рынок,2,60.0,5,12,0,0,1,1,1,1,1,1,0
1428,0,39500.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
1429,2,49000.0,Бизнес,Вторичный рынок,3,78.0,6,16,0,0,1,1,1,1,1,1,0
1430,1,41500.0,Бизнес,Вторичный рынок,2,60.0,5,5,1,1,1,1,1,1,1,1,0
1431,1,67500.0,Бизнес,Вторичный рынок,5,100.0,3,5,0,0,1,1,1,1,1,1,0
1432,1,37200.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
1433,0,41500.0,Бизнес,Вторичный рынок,2,56.0,5,5,1,0,1,1,1,1,1,1,0
1434,1,44500.0,Бизнес,Вторичный рынок,2,60.0,9,9,1,0,1,1,1,1,1,1,0
1435,1,50000.0,Бизнес,Вторичный рынок,3,77.0,5,5,0,0,1,1,1,1,1,1,0
1436,1,52000.0,Частное лицо,Новостройки,3,68.0,3,5,0,0,1,1,1,1,1,1,0
1437,1,20000.0,Бизнес,Новостройки,1,28.0,10,11,0,0,0,0,0,0,0,0,0
1438,0,40800.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,0,1,1,0,1,0,0
1439,1,67000.0,Бизнес,Вторичный рынок,4,100.0,3,9,0,0,1,1,1,1,1,1,0
1440,2,54000.0,Бизнес,Вторичный рынок,3,90.0,9,9,1,0,1,1,1,1,1,1,0
1441,2,240000.0,Бизнес,Новостройки,4,150.0,3,9,0,1,1,1,1,1,1,1,0
1442,1,82000.0,Бизнес,Вторичный рынок,4,85.0,2,4,0,0,0,0,0,0,0,0,0
1443,0,62000.0,Бизнес,Вторичный рынок,3,70.0,2,5,1,0,1,1,1,1,1,1,0
1444,0,65500.0,Бизнес,Вторичный рынок,3,64.0,1,4,1,0,0,0,0,0,0,0,0
1445,1,55000.0,Бизнес,Вторичный рынок,2,65.0,6,9,1,0,1,1,1,1,1,1,0
1446,1,41000.0,Частное лицо,Вторичный рынок,1,42.0,2,4,1,0,1,0,0,0,1,1,0
1447,2,54000.0,Бизнес,Вторичный рынок,2,60.0,7,9,0,0,1,1,1,1,1,1,0
1448,1,43000.0,Частное лицо,Вторичный рынок,2,32.0,5,5,1,1,1,1,1,1,1,1,0
1449,2,48000.0,Бизнес,Вторичный рынок,2,62.0,3,5,1,0,1,1,1,1,1,1,0
1450,2,81000.0,Бизнес,Вторичный рынок,3,70.0,6,9,1,0,1,1,1,1,1,1,0
1451,2,71000.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
1452,0,57000.0,Бизнес,Вторичный рынок,3,95.0,3,4,0,0,1,1,1,1,1,1,0
1453,1,24000.0,Бизнес,Новостройки,1,34.0,2,5,0,0,1,1,1,1,1,1,0
1454,1,66000.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,1,1,1,1,1,1,1,0
1455,1,85000.0,Бизнес,Вторичный рынок,4,85.0,2,4,1,0,0,0,0,0,0,0,0
1456,2,28000.0,Бизнес,Новостройки,1,35.0,2,2,1,1,1,1,1,1,1,1,0
1457,1,150000.0,Бизнес,Вторичный рынок,4,100.0,2,4,1,0,0,0,0,0,0,0,0
1458,1,71000.0,Бизнес,Вторичный рынок,2,65.0,3,5,0,0,1,1,1,1,1,1,0
1460,0,26000.0,Бизнес,Вторичный рынок,2,43.0,4,9,0,0,0,0,0,0,0,0,0
1461,0,35700.0,Бизнес,Вторичный рынок,1,29.0,2,4,1,1,0,0,0,1,1,0,0
1462,2,270000.0,Бизнес,Новостройки,3,130.0,3,7,1,1,1,1,1,1,1,1,0
1463,1,110000.0,Бизнес,Вторичный рынок,4,95.0,3,4,0,0,0,0,0,0,0,0,0
1464,1,120000.0,Бизнес,Новостройки,6,160.0,9,10,0,0,0,0,0,0,0,0,0
1465,2,105000.0,Бизнес,Новостройки,3,100.0,5,9,0,0,0,0,0,0,0,0,0
1466,1,165000.0,Бизнес,Новостройки,4,111.0,3,8,0,0,0,0,0,0,0,0,0
1467,1,200000.0,Бизнес,Новостройки,4,134.0,4,5,0,0,1,1,1,1,1,1,0
1468,1,155000.0,Бизнес,Новостройки,4,136.0,3,8,1,0,1,1,1,1,1,1,0
1469,2,128000.0,Бизнес,Новостройки,3,92.0,5,8,1,0,1,1,0,0,0,1,0
1470,1,120000.0,Бизнес,Новостройки,2,68.0,4,8,1,0,1,1,1,1,1,1,0
1471,1,160000.0,Бизнес,Новостройки,3,80.0,6,8,1,0,0,0,0,0,0,0,0
1472,2,74500.0,Бизнес,Вторичный рынок,2,55.0,6,9,1,1,1,1,1,1,1,1,0
1473,2,150000.0,Бизнес,Новостройки,3,90.0,2,4,0,1,1,1,1,1,1,1,0
1474,0,45000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
1475,0,38500.0,Бизнес,Вторичный рынок,1,28.0,2,4,1,1,1,1,1,1,1,1,0
1476,0,50500.0,Бизнес,Вторичный рынок,2,48.0,2,4,1,1,1,1,1,1,1,1,0
1477,2,63000.0,Бизнес,Вторичный рынок,1,50.0,9,9,1,1,1,1,1,1,1,1,0
1478,1,44000.0,Бизнес,Вторичный рынок,2,62.0,6,9,0,0,0,0,0,0,0,0,0
1479,2,64000.0,Бизнес,Вторичный рынок,2,60.0,7,9,1,0,1,1,1,1,1,1,0
1480,2,46000.0,Бизнес,Вторичный рынок,2,55.0,7,12,0,0,1,1,1,1,1,1,0
1481,2,35500.0,Бизнес,Вторичный рынок,1,39.0,5,5,1,0,1,1,1,1,1,1,0
1482,2,75000.0,Бизнес,Вторичный рынок,3,75.0,4,9,1,1,1,1,1,1,1,1,0
1483,1,22000.0,Бизнес,Вторичный рынок,1,20.0,1,4,0,0,0,1,1,1,1,1,0
1484,0,35900.0,Бизнес,Вторичный рынок,1,33.0,2,4,0,0,0,1,0,1,0,0,0
1485,0,52000.0,Бизнес,Вторичный рынок,3,70.0,4,5,1,0,1,1,1,1,1,1,0
1486,2,97000.0,Бизнес,Вторичный рынок,4,140.0,7,12,1,0,1,1,1,1,1,1,0
1487,1,47500.0,Бизнес,Вторичный рынок,3,78.0,5,5,1,0,1,1,1,1,1,1,0
1488,2,68000.0,Бизнес,Вторичный рынок,3,80.0,7,9,1,0,1,1,1,1,1,1,0
1489,2,75000.0,Бизнес,Вторичный рынок,2,65.0,2,9,1,0,1,1,1,1,1,1,0
1490,2,64000.0,Бизнес,Вторичный рынок,3,70.0,2,9,0,0,1,1,1,1,1,1,0
1491,0,51000.0,Бизнес,Вторичный рынок,3,60.0,1,4,1,0,1,1,1,1,1,1,0
1492,1,69000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,1,1,1,1,1,1,1,0
1493,2,115000.0,Бизнес,Вторичный рынок,3,110.0,3,4,1,0,1,1,1,1,1,1,0
1494,0,42500.0,Бизнес,Вторичный рынок,3,60.0,4,4,1,0,1,1,1,1,1,1,0
1495,2,56000.0,Бизнес,Вторичный рынок,2,60.0,9,9,1,0,1,1,1,1,1,1,0
1496,0,45500.0,Бизнес,Вторичный рынок,2,60.0,4,9,1,0,1,1,1,1,1,1,0
1497,2,65000.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,1,0,1,1,1,1,1,0
1498,2,58000.0,Бизнес,Вторичный рынок,2,60.0,4,9,1,0,1,1,1,1,1,1,0
1499,2,67000.0,Бизнес,Вторичный рынок,3,80.0,4,5,1,0,1,1,1,1,1,1,0
1500,0,51000.0,Бизнес,Вторичный рынок,3,67.0,4,4,1,0,1,1,1,1,1,1,0
1501,2,77000.0,Бизнес,Вторичный рынок,2,60.0,4,9,1,0,0,0,0,0,0,0,0
1502,0,53500.0,Бизнес,Вторичный рынок,3,67.0,2,4,0,0,1,1,1,1,1,1,0
1503,2,180000.0,Бизнес,Новостройки,4,121.0,4,10,1,0,0,0,0,0,0,0,0
1504,1,86300.0,Частное лицо,Вторичный рынок,3,78.0,4,4,1,1,1,1,1,1,1,1,0
1505,1,49500.0,Бизнес,Новостройки,2,47.0,6,9,0,0,1,1,1,1,1,1,0
1506,0,46200.0,Бизнес,Вторичный рынок,2,52.0,2,4,0,0,0,0,0,0,0,0,0
1507,0,40000.0,Бизнес,Вторичный рынок,2,50.0,3,4,0,0,0,0,0,0,0,0,0
1508,0,33500.0,Бизнес,Вторичный рынок,1,41.0,4,9,1,0,1,1,1,1,1,1,0
1509,0,45500.0,Бизнес,Вторичный рынок,2,60.0,1,4,0,0,1,1,1,1,1,1,0
1510,0,30500.0,Бизнес,Вторичный рынок,1,30.0,1,4,1,1,1,1,1,1,1,1,0
1511,2,56000.0,Бизнес,Вторичный рынок,2,64.0,5,5,1,0,1,1,1,1,1,1,0
1512,0,36000.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
1513,0,50500.0,Бизнес,Вторичный рынок,2,60.0,5,9,1,1,1,1,1,1,1,1,0
1514,2,61000.0,Бизнес,Вторичный рынок,2,60.0,4,7,1,0,1,1,1,1,1,1,0
1515,0,36000.0,Бизнес,Вторичный рынок,2,40.0,5,5,0,0,1,1,1,1,1,1,0
1516,2,47000.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,1,1,1,1,1,1,0
1517,2,56000.0,Бизнес,Новостройки,2,74.0,5,12,0,0,1,1,1,1,1,1,0
1518,0,30500.0,Бизнес,Вторичный рынок,3,55.0,2,2,0,0,0,0,0,0,0,0,0
1519,1,52999.0,Бизнес,Вторичный рынок,2,65.0,4,9,0,1,1,1,1,1,1,1,0
1521,1,46000.0,Бизнес,Вторичный рынок,1,25.0,3,5,1,0,0,0,0,0,0,0,0
1522,1,39500.0,Бизнес,Вторичный рынок,2,47.0,2,4,0,0,1,1,1,1,1,1,0
1523,0,54000.0,Бизнес,Вторичный рынок,3,92.0,3,4,0,0,1,1,1,1,1,1,0
1524,1,22000.0,Бизнес,Вторичный рынок,1,28.0,10,11,0,0,0,0,0,0,0,0,0
1525,0,67007.0,Бизнес,Вторичный рынок,3,68.0,3,4,0,0,0,1,0,1,0,0,0
1526,1,70000.0,Бизнес,Новостройки,2,63.0,6,8,1,0,1,1,0,0,0,1,0
1528,2,265000.0,Бизнес,Новостройки,4,140.0,3,8,0,0,1,1,1,1,1,1,0
1529,1,220000.0,Бизнес,Новостройки,4,167.0,8,8,0,0,1,1,1,1,1,1,0
1530,2,260000.0,Бизнес,Новостройки,3,95.0,4,9,0,0,1,1,1,1,1,1,0
1531,0,61000.0,Бизнес,Вторичный рынок,3,72.0,3,4,0,0,1,1,1,1,1,1,0
1532,2,265000.0,Бизнес,Новостройки,4,140.0,3,8,1,0,0,0,0,0,0,0,0
1533,0,75000.0,Бизнес,Вторичный рынок,3,70.0,1,5,1,0,1,1,1,1,1,1,0
1534,2,430000.0,Бизнес,Новостройки,5,234.0,7,7,0,0,1,1,1,1,1,1,0
1535,2,102000.0,Бизнес,Новостройки,2,62.0,3,6,0,0,1,1,1,1,1,1,0
1536,2,31500.0,Бизнес,Вторичный рынок,1,40.0,4,5,0,0,1,1,1,1,1,1,0
1537,1,73900.0,Бизнес,Вторичный рынок,2,51.0,3,4,1,1,1,1,1,1,1,1,0
1538,1,49500.0,Бизнес,Вторичный рынок,2,42.0,5,9,1,1,1,1,1,1,1,1,0
1539,2,119900.0,Бизнес,Вторичный рынок,3,117.0,7,16,1,1,1,1,1,1,1,1,0
1540,1,66000.0,Бизнес,Вторичный рынок,2,60.0,4,4,0,0,1,1,1,1,1,1,0
1541,2,127800.0,Бизнес,Новостройки,3,86.0,5,7,1,1,1,1,1,1,1,1,0
1542,1,109900.0,Бизнес,Новостройки,5,130.0,6,8,1,1,1,1,1,1,1,1,0
1543,2,174900.0,Бизнес,Новостройки,3,96.0,7,9,1,0,1,1,1,1,1,1,0
1544,2,115000.0,Бизнес,Новостройки,3,92.0,6,8,0,0,1,1,1,1,1,1,0
1545,0,47000.0,Бизнес,Вторичный рынок,3,60.0,3,4,0,0,1,1,1,1,1,1,0
1546,2,79000.0,Бизнес,Вторичный рынок,4,116.0,5,9,1,0,1,1,1,1,1,1,0
1547,2,72000.0,Бизнес,Вторичный рынок,4,84.0,3,5,1,1,1,1,1,1,1,1,0
1548,2,67000.0,Бизнес,Вторичный рынок,3,75.0,3,4,1,0,1,1,1,1,1,1,0
1549,2,70000.0,Бизнес,Вторичный рынок,3,75.0,4,4,1,0,1,1,1,1,1,1,0
1550,1,34500.0,Бизнес,Вторичный рынок,1,38.0,3,4,0,0,0,0,0,0,0,0,0
1551,1,73000.0,Бизнес,Вторичный рынок,5,110.0,3,9,0,0,0,0,0,0,0,0,0
1552,0,68000.0,Бизнес,Вторичный рынок,3,70.0,4,9,0,0,1,1,1,1,1,1,0
1553,1,34504.0,Бизнес,Вторичный рынок,1,38.0,3,4,0,0,1,1,1,1,1,1,0
1554,2,98000.0,Бизнес,Новостройки,2,75.0,3,6,1,0,1,1,1,1,1,1,0
1555,1,160000.0,Бизнес,Новостройки,3,80.0,6,8,0,1,1,1,1,1,1,1,0
1556,1,39500.0,Бизнес,Вторичный рынок,2,54.0,4,4,0,1,1,1,1,1,1,1,0
1557,0,62000.0,Бизнес,Вторичный рынок,4,74.0,1,5,1,0,1,1,1,1,1,1,0
1558,0,52000.0,Бизнес,Вторичный рынок,4,94.0,7,9,0,0,1,1,1,1,1,1,0
1559,2,66000.0,Бизнес,Вторичный рынок,2,65.0,3,9,1,0,1,1,1,1,1,1,0
1560,2,120000.0,Бизнес,Вторичный рынок,4,100.0,5,9,1,0,1,1,1,1,1,1,0
1561,2,75000.0,Бизнес,Вторичный рынок,3,75.0,4,9,1,1,1,1,1,1,1,1,0
1562,1,65000.0,Бизнес,Вторичный рынок,4,82.0,1,4,0,0,1,1,1,1,1,1,0
1564,2,66000.0,Бизнес,Вторичный рынок,3,75.0,9,9,1,0,1,1,1,1,1,1,0
1565,2,33500.0,Бизнес,Вторичный рынок,1,40.0,4,5,1,0,1,1,1,1,1,1,0
1566,2,47000.0,Бизнес,Вторичный рынок,2,60.0,4,6,0,0,1,1,1,1,1,1,0
1567,1,47500.0,Бизнес,Вторичный рынок,3,68.0,1,4,0,0,1,1,1,1,1,1,0
1568,2,74000.0,Бизнес,Вторичный рынок,3,75.0,4,9,1,0,1,1,1,1,1,1,0
1569,2,80000.0,Бизнес,Вторичный рынок,2,60.0,3,4,0,0,1,1,1,1,1,1,0
1570,1,62000.0,Бизнес,Новостройки,2,70.0,6,6,0,0,0,0,0,0,0,0,0
1571,2,64000.0,Бизнес,Вторичный рынок,2,65.0,7,9,1,0,1,1,1,1,1,1,0
1572,1,40000.0,Бизнес,Вторичный рынок,2,60.0,2,5,0,0,0,0,0,0,0,0,0
1573,2,65000.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,0,1,1,1,1,1,1,0
1574,0,22000.0,Бизнес,Новостройки,1,30.0,1,1,0,0,0,0,0,0,0,0,0
1575,0,30500.0,Бизнес,Вторичный рынок,1,30.0,2,4,0,1,1,1,1,1,1,1,0
1576,0,35500.0,Бизнес,Вторичный рынок,1,44.0,3,9,0,0,1,1,1,1,1,1,0
1577,2,65000.0,Бизнес,Вторичный рынок,2,62.0,6,9,0,0,0,0,0,0,0,0,0
1578,0,41500.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
1579,0,30000.0,Бизнес,Вторичный рынок,1,33.0,1,4,0,1,1,1,1,1,1,1,0
1580,1,46000.0,Бизнес,Вторичный рынок,2,65.0,9,9,1,0,1,1,1,1,1,1,0
1581,0,60000.0,Бизнес,Вторичный рынок,2,65.0,9,9,1,0,1,1,1,1,1,1,0
1582,1,37000.0,Бизнес,Вторичный рынок,1,43.0,2,4,0,0,1,1,1,1,1,1,0
1583,0,32500.0,Бизнес,Вторичный рынок,1,44.0,3,5,0,0,0,1,0,0,1,1,0
1584,1,100000.0,Бизнес,Вторичный рынок,3,112.0,7,9,0,0,0,0,0,0,0,0,0
1585,0,47500.0,Бизнес,Вторичный рынок,2,52.0,2,4,0,0,1,1,1,1,1,1,0
1586,0,60000.0,Частное лицо,Вторичный рынок,6,138.0,8,9,0,0,1,1,1,1,1,1,0
1587,1,42200.0,Бизнес,Вторичный рынок,2,54.0,4,4,0,1,1,1,1,1,1,1,0
1588,1,28200.0,Бизнес,Новостройки,1,32.0,3,11,0,0,0,0,0,0,0,0,0
1589,0,37000.0,Бизнес,Новостройки,1,37.0,1,7,0,0,1,1,1,1,1,1,0
1590,0,43500.0,Бизнес,Вторичный рынок,2,50.0,3,4,0,0,1,1,1,1,1,1,0
1591,0,39000.0,Бизнес,Вторичный рынок,2,45.0,3,4,1,0,1,1,1,1,1,1,0
1592,0,48500.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,1,1,1,1,1,1,1,0
1593,2,43000.0,Бизнес,Вторичный рынок,1,40.0,12,12,0,0,1,1,1,1,1,1,0
1594,2,79000.0,Бизнес,Вторичный рынок,3,80.0,3,4,1,0,1,1,1,1,1,1,0
1595,2,32500.0,Бизнес,Вторичный рынок,1,42.0,4,4,0,0,1,1,1,1,1,1,0
1596,0,28000.0,Бизнес,Вторичный рынок,1,30.0,1,4,0,1,1,1,1,1,1,1,0
1597,0,35500.0,Бизнес,Вторичный рынок,2,45.0,3,4,0,0,1,1,1,1,1,1,0
1598,0,61000.0,Бизнес,Вторичный рынок,2,60.0,3,4,0,0,1,1,1,1,1,1,0
1599,2,57000.0,Бизнес,Вторичный рынок,3,75.0,5,9,0,0,1,1,1,1,1,1,0
1600,1,70000.0,Частное лицо,Вторичный рынок,4,101.0,5,5,0,0,1,1,1,1,1,1,0
1601,0,34500.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,0,1,1,1,1,1,1,0
1602,2,90000.0,Бизнес,Новостройки,4,110.0,7,9,0,0,1,1,1,1,1,1,0
1603,1,45500.0,Бизнес,Вторичный рынок,3,66.66,4,4,1,0,0,0,0,0,0,0,0
1604,0,33000.0,Бизнес,Вторичный рынок,1,33.0,2,4,0,0,1,1,1,1,1,1,0
1605,1,73000.0,Бизнес,Вторичный рынок,2,71.0,3,9,0,0,0,0,0,0,0,0,0
1606,0,30500.0,Бизнес,Вторичный рынок,1,34.0,1,4,0,0,1,1,1,1,1,1,0
1607,0,45000.0,Бизнес,Новостройки,2,50.0,3,5,0,0,1,1,1,1,1,1,0
1608,2,125000.0,Бизнес,Новостройки,3,103.0,2,8,1,0,0,0,0,0,0,0,0
1609,2,76000.0,Бизнес,Вторичный рынок,3,75.0,1,5,0,0,1,1,1,1,1,1,0
1610,2,156000.0,Бизнес,Новостройки,3,105.0,6,9,1,1,1,1,0,1,0,1,0
1611,1,51500.0,Бизнес,Вторичный рынок,3,62.0,1,4,0,1,1,1,1,1,1,1,0
1612,0,55000.0,Бизнес,Вторичный рынок,3,75.0,2,5,1,0,1,1,1,1,1,1,0
1613,1,53500.0,Бизнес,Вторичный рынок,3,72.0,4,4,0,0,1,1,1,1,1,1,0
1614,0,32500.0,Бизнес,Вторичный рынок,1,42.0,1,4,1,1,1,1,1,1,1,1,0
1615,1,45000.0,Бизнес,Вторичный рынок,2,60.0,8,9,1,0,1,1,1,1,1,1,0
1616,0,44000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
1617,1,225000.0,Бизнес,Новостройки,3,110.0,2,5,1,1,1,1,1,1,1,1,0
1618,2,169000.0,Частное лицо,Новостройки,2,84.0,5,6,0,0,1,1,1,1,1,1,0
1619,0,38500.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,1,1,1,1,1,1,1,0
1620,0,50000.0,Бизнес,Вторичный рынок,3,100.0,3,3,0,0,1,1,1,1,1,0,0
1621,2,70000.0,Бизнес,Вторичный рынок,2,70.0,5,12,1,0,1,1,1,1,1,1,0
1622,0,45000.0,Бизнес,Вторичный рынок,2,54.0,3,5,1,0,1,1,1,1,1,1,0
1623,0,31000.0,Бизнес,Вторичный рынок,1,33.0,3,4,0,0,1,1,1,1,1,1,0
1624,2,61000.0,Бизнес,Вторичный рынок,3,70.0,3,9,0,0,1,1,1,1,1,1,0
1625,0,48900.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
1626,2,35504.0,Частное лицо,Вторичный рынок,1,52.0,1,12,1,0,1,1,0,0,0,0,0
1627,1,70000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,1,1,1,1,1,1,1,0
1628,2,170000.0,Бизнес,Новостройки,4,244.0,8,8,0,0,1,1,1,1,1,1,0
1629,0,29700.0,Бизнес,Вторичный рынок,3,55.0,2,2,0,0,0,0,0,0,0,0,0
1630,1,40000.0,Бизнес,Вторичный рынок,2,60.0,5,5,1,0,0,0,0,0,0,0,0
1631,1,259900.0,Бизнес,Новостройки,3,120.0,3,25,0,1,1,1,1,1,1,1,0
1632,1,110000.0,Бизнес,Новостройки,4,115.0,5,8,1,1,1,1,1,1,1,1,0
1633,1,65000.0,Бизнес,Вторичный рынок,3,75.0,2,5,1,0,0,0,0,0,0,0,0
1634,2,29000.0,Бизнес,Вторичный рынок,1,28.0,5,9,1,0,0,0,0,0,0,0,0
1635,1,58000.0,Бизнес,Вторичный рынок,3,93.0,2,5,0,0,0,0,0,0,0,0,0
1636,0,39500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
1637,0,85000.0,Бизнес,Вторичный рынок,4,100.0,3,4,1,0,0,0,0,0,0,0,0
1638,2,55000.0,Бизнес,Вторичный рынок,2,52.0,1,4,0,0,0,0,0,0,0,0,0
1639,1,62000.0,Бизнес,Вторичный рынок,3,75.0,1,9,1,0,0,0,0,0,0,0,0
1640,0,46000.0,Бизнес,Вторичный рынок,2,45.0,3,4,1,1,1,1,1,1,1,1,0
1641,0,38500.0,Бизнес,Вторичный рынок,2,52.0,5,5,0,0,1,1,1,1,1,1,0
1642,2,86000.0,Бизнес,Вторичный рынок,3,85.0,3,4,0,0,1,1,1,1,1,1,0
1643,1,66000.0,Бизнес,Новостройки,5,108.0,4,5,0,0,1,1,1,1,1,1,0
1644,0,42500.0,Бизнес,Вторичный рынок,2,52.0,3,5,0,0,1,1,1,1,1,1,0
1645,0,39500.0,Бизнес,Вторичный рынок,2,52.0,2,4,1,0,1,1,1,1,1,1,0
1646,1,51000.0,Бизнес,Вторичный рынок,3,75.0,3,5,0,0,0,0,0,0,0,0,0
1647,0,42000.0,Бизнес,Вторичный рынок,2,62.0,4,9,1,0,1,1,1,1,1,1,0
1648,0,33000.0,Бизнес,Вторичный рынок,1,33.0,3,4,0,0,1,1,1,1,1,1,0
1649,0,32500.0,Бизнес,Вторичный рынок,1,28.0,4,4,1,1,1,1,1,1,1,1,0
1650,2,61000.0,Бизнес,Вторичный рынок,2,65.0,5,9,1,0,1,1,1,1,1,1,0
1651,2,43000.0,Бизнес,Вторичный рынок,1,42.0,4,4,0,0,1,1,1,1,1,1,0
1652,2,93000.0,Бизнес,Вторичный рынок,2,75.0,11,16,1,0,1,1,1,1,1,1,0
1653,2,148000.0,Бизнес,Новостройки,3,92.0,5,8,1,0,1,1,1,1,1,1,0
1654,2,70000.0,Бизнес,Вторичный рынок,2,57.0,2,9,0,0,1,1,1,1,1,1,0
1655,1,31500.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,0,0,0,0,0,0,0,0
1656,1,75000.0,Бизнес,Вторичный рынок,2,54.0,2,4,1,1,1,1,1,1,1,1,0
1657,0,48900.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,0,1,1,1,1,1,1,0
1658,2,46000.0,Бизнес,Вторичный рынок,2,45.0,5,5,1,0,1,1,1,1,1,1,0
1659,0,59000.0,Бизнес,Вторичный рынок,3,63.0,1,4,1,0,1,1,1,1,1,1,0
1660,0,45000.0,Бизнес,Вторичный рынок,3,65.0,4,4,0,0,1,1,1,1,1,1,0
1661,0,30500.0,Бизнес,Вторичный рынок,1,30.0,2,4,0,0,1,1,1,1,1,1,0
1662,2,61000.0,Бизнес,Вторичный рынок,2,61.0,5,9,0,0,1,1,1,1,1,1,0
1663,1,49800.0,Частное лицо,Новостройки,3,63.32,5,5,0,0,1,1,0,0,1,1,0
1664,0,37500.0,Бизнес,Вторичный рынок,2,45.0,4,5,1,0,1,1,1,1,1,1,0
1665,0,30500.0,Бизнес,Вторичный рынок,1,28.0,2,4,0,0,1,1,1,1,1,1,0
1666,0,29000.0,Бизнес,Новостройки,2,68.0,5,7,0,0,1,1,1,1,1,1,0
1667,0,43000.0,Бизнес,Вторичный рынок,2,47.0,3,4,0,0,1,1,1,1,1,1,0
1668,2,43000.0,Бизнес,Вторичный рынок,2,50.0,1,5,0,0,1,1,1,1,1,1,0
1669,2,300000.0,Бизнес,Вторичный рынок,5,200.0,8,9,1,0,1,1,1,1,1,1,0
1670,1,57000.0,Частное лицо,Вторичный рынок,3,76.0,4,5,1,0,0,1,0,0,1,1,0
1671,2,42000.0,Бизнес,Вторичный рынок,2,53.0,4,5,0,0,1,1,1,1,1,1,0
