Location,Prices,Xususiy biznes,Turar joyi,Xonalar,Umumiy maydoni,Etaj,Max etaj,Mebel,Televizor,Shifoxona,Bolalar bogchasi,Kongilochar joy,Yashil maydon,Avtoturargoh,Maktab,HovliDom
0,55000.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
1,55000.0,Бизнес,Новостройки,3,68.0,6,6,0,0,1,1,1,1,1,1,0
0,39000.0,Бизнес,Вторичный рынок,2,54.0,5,5,0,0,1,1,1,1,1,1,0
1,38800.0,Бизнес,Вторичный рынок,2,50.0,2,4,1,0,1,1,1,1,1,1,0
2,93000.0,Бизнес,Вторичный рынок,3,70.0,1,4,1,0,1,1,1,1,1,1,0
0,55500.0,Бизнес,Вторичный рынок,3,60.0,4,4,1,0,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,2,45.0,3,4,1,0,1,1,1,1,1,1,0
0,33000.0,Бизнес,Вторичный рынок,1,30.0,4,4,1,0,1,1,1,1,1,1,0
0,31500.0,Бизнес,Вторичный рынок,1,25.0,1,4,0,0,1,1,1,1,1,1,0
0,49500.0,Бизнес,Вторичный рынок,3,60.0,3,4,1,0,1,1,1,1,1,1,0
0,42500.0,Бизнес,Вторичный рынок,2,60.0,6,9,1,0,1,1,1,1,1,1,0
0,44500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
1,55000.0,Бизнес,Вторичный рынок,3,72.0,2,9,0,0,0,0,0,0,0,0,0
0,57000.0,Бизнес,Вторичный рынок,2,68.0,7,9,0,0,0,0,0,0,0,0,0
1,55500.0,Бизнес,Вторичный рынок,3,78.0,2,5,1,1,1,1,1,1,1,1,0
0,80000.0,Бизнес,Вторичный рынок,3,72.0,3,9,0,0,0,0,0,0,0,0,0
0,36500.0,Бизнес,Вторичный рынок,1,43.0,3,4,0,0,1,1,1,1,1,1,0
0,48000.0,Бизнес,Вторичный рынок,3,60.0,2,4,0,0,1,1,1,1,1,1,0
1,40500.0,Бизнес,Вторичный рынок,2,53.0,4,4,0,0,0,0,0,0,0,0,0
2,74000.0,Бизнес,Вторичный рынок,2,65.0,7,9,1,1,1,1,1,1,1,1,0
1,44000.0,Бизнес,Вторичный рынок,2,56.0,2,4,1,0,0,0,0,0,0,0,0
1,75000.0,Частное лицо,Вторичный рынок,3,66.0,2,4,1,1,0,1,1,0,1,1,0
0,35500.0,Частное лицо,Вторичный рынок,1,27.0,1,4,1,1,1,1,1,1,1,1,0
1,142000.0,Бизнес,Новостройки,4,146.0,3,6,1,0,1,1,1,1,1,1,0
2,95000.0,Бизнес,Вторичный рынок,5,120.0,3,9,0,0,0,0,0,0,0,0,0
0,34000.0,Бизнес,Вторичный рынок,1,42.0,1,4,0,0,1,1,1,1,1,1,0
0,34000.0,Бизнес,Вторичный рынок,2,54.0,5,5,0,0,1,1,1,1,1,1,0
1,21000.0,Бизнес,Вторичный рынок,2,31.0,3,4,1,1,1,1,0,0,1,1,0
0,46000.0,Бизнес,Вторичный рынок,2,48.0,3,4,1,1,1,1,1,1,1,1,0
1,62000.0,Бизнес,Новостройки,3,72.0,3,8,0,0,1,1,1,1,1,1,0
2,70000.0,Бизнес,Вторичный рынок,3,72.0,6,9,0,0,0,0,0,0,0,0,0
1,53000.0,Бизнес,Вторичный рынок,2,55.0,1,4,0,0,1,1,1,1,1,1,0
2,41500.0,Бизнес,Новостройки,2,56.0,9,12,0,0,1,1,1,1,1,1,0
0,45000.0,Бизнес,Вторичный рынок,2,65.0,1,9,0,0,1,1,1,1,1,1,0
1,60000.0,Бизнес,Вторичный рынок,3,77.0,3,3,0,1,1,1,1,1,1,1,0
0,55000.0,Бизнес,Вторичный рынок,3,72.0,2,4,1,0,1,1,1,1,1,1,0
2,95000.0,Бизнес,Вторичный рынок,3,72.0,4,4,1,0,0,0,0,0,0,0,0
2,36500.0,Бизнес,Новостройки,2,45.0,2,4,0,0,1,1,1,1,1,1,0
1,44800.0,Бизнес,Новостройки,2,70.0,3,4,0,0,1,1,1,1,1,1,0
1,68000.0,Бизнес,Вторичный рынок,2,54.0,7,9,0,0,0,0,0,0,0,0,0
0,41000.0,Бизнес,Новостройки,1,38.0,2,7,1,1,0,1,1,1,1,1,0
0,54500.0,Бизнес,Вторичный рынок,2,53.0,1,4,0,0,1,1,1,1,1,1,0
1,75000.0,Бизнес,Вторичный рынок,3,90.0,8,9,0,1,1,1,1,1,1,1,0
1,61000.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,0,1,1,1,1,1,1,0
1,150000.0,Бизнес,Новостройки,6,223.0,7,7,1,0,0,0,0,0,0,0,0
2,57000.0,Бизнес,Вторичный рынок,2,55.0,4,4,1,0,1,1,1,1,1,1,0
1,65000.0,Бизнес,Вторичный рынок,3,100.0,4,4,1,0,1,1,1,1,0,1,0
0,55000.0,Бизнес,Вторичный рынок,3,80.0,3,4,1,0,1,1,1,1,1,1,0
2,64000.0,Бизнес,Вторичный рынок,2,65.0,7,9,1,0,1,1,1,1,1,1,0
1,45500.0,Бизнес,Вторичный рынок,1,28.0,3,5,1,1,1,1,1,1,1,1,0
1,56000.0,Бизнес,Вторичный рынок,2,62.0,4,9,0,0,1,1,1,1,1,1,0
2,73000.0,Бизнес,Вторичный рынок,2,65.0,7,7,1,1,0,1,0,1,1,1,0
1,33200.0,Бизнес,Новостройки,2,61.0,8,9,0,0,0,0,0,0,0,0,0
1,240000.0,Бизнес,Новостройки,4,125.0,5,8,1,1,1,1,1,1,1,1,0
1,46000.0,Бизнес,Вторичный рынок,2,56.0,3,4,1,0,0,0,0,0,0,0,0
2,28000.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,1,1,0
1,50500.0,Бизнес,Вторичный рынок,2,60.0,2,4,1,0,0,0,0,0,0,0,0
1,235000.0,Бизнес,Новостройки,6,207.0,20,25,0,0,1,1,1,1,0,1,0
0,40000.0,Частное лицо,Вторичный рынок,2,40.0,2,4,1,0,1,1,1,1,1,1,0
2,61000.0,Бизнес,Вторичный рынок,3,75.0,4,4,0,0,1,1,1,1,1,1,0
1,57000.0,Бизнес,Новостройки,2,50.0,6,9,1,0,1,1,1,1,1,1,0
1,45800.0,Бизнес,Вторичный рынок,3,72.0,1,4,0,0,1,1,1,1,1,1,0
1,43500.0,Бизнес,Вторичный рынок,2,60.0,2,4,0,1,1,1,1,1,1,1,0
1,48000.0,Бизнес,Новостройки,2,53.0,1,5,1,0,1,1,1,1,1,1,0
1,31000.0,Бизнес,Вторичный рынок,1,42.0,1,4,0,0,1,1,1,1,1,1,0
0,55000.0,Бизнес,Вторичный рынок,3,72.0,3,4,0,0,1,1,1,1,1,1,0
1,55000.0,Бизнес,Вторичный рынок,2,67.0,1,9,0,0,1,1,1,1,1,1,0
2,100000.0,Бизнес,Вторичный рынок,3,85.0,3,5,1,1,0,0,0,0,0,0,0
1,24700.0,Бизнес,Новостройки,1,26.0,1,11,0,0,0,0,0,0,0,0,0
1,38200.0,Бизнес,Вторичный рынок,2,52.0,1,4,0,0,1,1,1,1,1,1,0
0,78000.0,Бизнес,Новостройки,4,95.0,3,9,0,0,0,0,0,0,0,0,0
2,115000.0,Бизнес,Вторичный рынок,3,74.0,5,9,1,0,0,1,0,1,1,1,0
1,41500.0,Бизнес,Вторичный рынок,2,60.0,3,5,0,0,1,1,0,0,0,0,0
2,22000.0,Бизнес,Новостройки,1,28.0,3,3,1,0,1,1,0,0,0,1,0
2,76000.0,Бизнес,Новостройки,3,2.0,2,4,1,0,0,0,0,0,0,0,0
2,92000.0,Бизнес,Вторичный рынок,3,90.0,1,4,0,0,1,1,1,1,1,1,0
1,45000.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,1,1,1,1,1,1,0
1,50000.0,Бизнес,Вторичный рынок,3,70.0,2,4,0,0,0,0,0,0,0,0,0
0,41500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
0,67000.0,Бизнес,Вторичный рынок,3,67.0,3,4,0,0,0,0,0,0,0,0,0
2,64000.0,Частное лицо,Новостройки,2,51.0,5,5,0,0,1,1,1,1,1,1,0
1,78000.0,Бизнес,Вторичный рынок,4,78.0,2,4,1,0,1,1,1,1,1,1,0
1,115000.0,Бизнес,Новостройки,2,100.0,3,10,1,0,0,0,0,0,0,0,0
2,71000.0,Бизнес,Вторичный рынок,2,62.0,3,9,1,0,1,1,1,1,1,1,0
2,70000.0,Бизнес,Вторичный рынок,3,70.0,2,9,0,0,0,0,0,0,0,0,0
0,83000.0,Бизнес,Вторичный рынок,3,95.0,2,5,1,1,1,1,1,1,1,1,0
1,45000.0,Бизнес,Вторичный рынок,1,42.0,3,4,1,0,1,1,1,1,1,1,0
2,66000.0,Бизнес,Вторичный рынок,2,60.0,2,5,1,0,1,1,1,1,1,1,0
0,63500.0,Бизнес,Новостройки,2,66.0,1,8,1,1,0,0,0,0,0,0,0
0,35000.0,Бизнес,Вторичный рынок,1,33.0,4,4,1,0,1,1,1,1,1,1,0
2,65000.0,Бизнес,Вторичный рынок,2,68.0,5,9,0,0,1,1,1,1,1,1,0
2,43000.0,Бизнес,Вторичный рынок,2,60.0,4,9,0,0,1,1,1,1,1,1,0
1,52000.0,Бизнес,Вторичный рынок,2,54.0,4,4,1,0,1,1,1,1,1,1,0
0,48900.0,Бизнес,Вторичный рынок,2,48.0,4,4,1,1,1,1,1,1,1,1,0
1,53000.0,Бизнес,Вторичный рынок,3,78.0,3,5,0,0,1,1,1,1,1,1,0
1,51000.0,Бизнес,Вторичный рынок,2,57.0,6,9,1,0,1,1,1,1,1,1,0
1,75000.0,Бизнес,Вторичный рынок,5,104.0,3,9,0,0,0,0,0,0,0,0,0
1,27000.0,Бизнес,Вторичный рынок,1,30.0,3,3,1,0,1,1,1,1,1,1,0
1,37000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,0,0,0,0,0,0,0
0,128000.0,Частное лицо,Новостройки,7,2.9,2,2,0,0,1,1,0,0,1,1,1
1,43000.0,Бизнес,Вторичный рынок,2,58.0,4,5,1,0,0,1,0,0,1,1,0
2,42000.0,Бизнес,Вторичный рынок,1,42.0,4,4,1,0,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,2,50.0,1,4,1,0,0,0,0,0,0,0,0
2,40500.0,Бизнес,Новостройки,2,40.0,5,12,1,1,1,1,1,1,1,1,0
2,150000.0,Бизнес,Новостройки,3,91.0,2,8,0,0,0,0,0,0,0,0,0
0,31300.0,Бизнес,Вторичный рынок,2,64.0,9,9,0,0,1,1,1,1,1,1,0
2,240000.0,Бизнес,Новостройки,3,110.0,4,8,0,0,0,0,0,0,0,0,0
0,80000.0,Бизнес,Вторичный рынок,3,72.0,3,9,1,0,0,0,0,0,0,0,0
1,40600.0,Бизнес,Вторичный рынок,2,54.0,2,4,0,0,1,1,1,1,1,1,0
1,270000.0,Бизнес,Вторичный рынок,8,400.0,2,2,0,0,1,1,0,0,1,0,1
1,69500.0,Бизнес,Новостройки,2,75.0,5,7,0,0,0,0,0,0,0,0,0
1,34000.0,Бизнес,Вторичный рынок,1,47.0,3,12,0,0,1,1,1,1,1,1,0
2,100000.0,Бизнес,Новостройки,2,72.0,3,7,0,0,1,1,1,1,1,1,0
0,46500.0,Бизнес,Вторичный рынок,2,46.0,3,4,1,0,0,0,0,0,0,0,0
0,43000.0,Бизнес,Вторичный рынок,2,44.0,3,4,1,1,1,1,1,1,1,1,0
2,78000.0,Бизнес,Новостройки,2,45.0,7,8,1,1,1,1,1,1,1,1,0
1,32600.0,Бизнес,Вторичный рынок,1,39.0,3,5,0,0,0,0,0,0,0,0,0
1,105000.0,Бизнес,Новостройки,4,115.0,5,8,1,1,1,1,1,1,1,1,0
1,64000.0,Бизнес,Вторичный рынок,3,90.0,3,5,0,0,0,0,0,0,0,0,0
2,70500.0,Бизнес,Вторичный рынок,2,70.0,6,9,0,0,1,1,1,1,1,1,0
1,68000.0,Бизнес,Вторичный рынок,4,100.0,9,9,1,0,1,1,1,1,1,1,0
0,42000.0,Бизнес,Вторичный рынок,2,50.0,3,4,0,0,1,1,1,1,1,1,0
2,35000.0,Бизнес,Вторичный рынок,5,45.0,2,2,0,0,0,0,0,0,0,0,1
2,118000.0,Бизнес,Новостройки,3,75.0,5,10,1,1,1,1,1,1,1,1,0
1,66000.0,Бизнес,Вторичный рынок,3,83.0,6,9,1,0,0,0,0,0,0,0,0
1,60000.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,1,1,1,1,1,1,1,0
1,68000.0,Бизнес,Вторичный рынок,3,75.0,1,4,1,0,0,0,0,0,0,0,0
1,36500.0,Бизнес,Новостройки,1,48.0,2,4,0,0,0,1,1,1,1,1,0
0,30500.0,Бизнес,Вторичный рынок,1,34.0,1,4,0,0,1,1,1,1,1,1,0
1,38000.0,Бизнес,Вторичный рынок,1,32.0,2,9,1,0,1,1,1,1,1,1,0
1,29500.0,Бизнес,Новостройки,1,28.0,2,9,1,0,0,0,0,0,0,0,0
0,19800.0,Бизнес,Новостройки,2,43.0,1,2,0,0,1,1,1,1,1,1,0
2,72000.0,Бизнес,Вторичный рынок,3,70.0,4,4,0,0,0,0,0,0,0,0,0
1,31999.0,Бизнес,Новостройки,1,27.0,4,9,0,0,0,0,0,0,0,0,0
1,33500.0,Бизнес,Вторичный рынок,1,43.0,1,4,0,0,0,0,0,0,0,0,0
2,110000.0,Бизнес,Новостройки,2,64.0,5,7,0,0,1,1,1,1,1,1,0
1,49000.0,Бизнес,Вторичный рынок,1,38.0,3,5,1,0,1,1,1,1,1,1,0
2,56000.0,Бизнес,Вторичный рынок,3,68.0,3,5,0,0,1,1,1,1,1,1,0
1,35800.0,Бизнес,Новостройки,2,61.0,7,9,0,0,0,0,0,0,0,0,0
0,38500.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,1,1,1,1,1,1,0
0,67000.0,Частное лицо,Вторичный рынок,3,76.0,1,4,0,0,1,1,1,1,1,1,0
0,55000.0,Бизнес,Вторичный рынок,1,60.0,3,12,1,0,0,0,0,0,0,0,0
1,75000.0,Частное лицо,Вторичный рынок,3,76.0,2,5,1,1,1,1,1,0,0,1,0
2,62000.0,Частное лицо,Новостройки,2,70.0,1,7,0,0,0,0,0,0,0,0,0
2,52000.0,Бизнес,Вторичный рынок,4,75.0,3,4,0,0,0,0,0,0,0,0,0
1,60000.0,Бизнес,Вторичный рынок,4,90.0,4,5,0,0,1,1,1,1,1,1,0
1,52000.0,Бизнес,Вторичный рынок,3,76.0,2,5,0,0,1,1,1,1,1,1,0
1,62000.0,Бизнес,Новостройки,3,82.0,7,9,0,0,0,0,0,0,0,0,0
2,56000.0,Бизнес,Вторичный рынок,3,70.0,2,4,1,0,1,1,1,1,1,1,0
2,71500.0,Бизнес,Вторичный рынок,3,72.0,6,9,0,0,1,1,1,1,1,1,0
2,85000.0,Бизнес,Новостройки,2,65.0,4,7,0,0,0,0,0,0,0,0,0
0,56999.0,Бизнес,Вторичный рынок,2,50.0,1,4,1,0,0,0,0,0,0,0,0
2,92099.0,Бизнес,Новостройки,3,131.57,8,12,0,0,1,1,1,1,1,1,0
2,76000.0,Бизнес,Вторичный рынок,2,60.0,2,4,0,0,1,1,1,1,1,1,0
1,88000.0,Частное лицо,Новостройки,3,95.53,1,9,0,0,1,1,1,1,1,1,0
1,52000.0,Бизнес,Вторичный рынок,2,60.0,3,4,0,0,1,1,1,1,1,1,0
0,21224.0,Бизнес,Новостройки,1,38.0,3,3,0,0,1,1,1,1,1,1,0
1,52000.0,Бизнес,Вторичный рынок,2,58.0,6,7,1,0,0,0,0,0,0,0,0
1,60000.0,Бизнес,Вторичный рынок,3,74.0,3,4,1,0,0,0,0,0,0,0,0
0,46000.0,Бизнес,Вторичный рынок,2,48.0,3,4,0,0,1,1,1,1,1,1,0
1,76000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,0,1,1,1,1,1,1,0
2,61000.0,Бизнес,Вторичный рынок,2,65.0,8,9,1,1,1,1,1,1,1,1,0
0,52000.0,Бизнес,Вторичный рынок,2,45.0,1,4,1,0,0,0,0,0,0,0,0
0,38200.0,Бизнес,Вторичный рынок,2,46.0,4,4,0,0,1,1,1,1,1,1,0
1,85000.0,Бизнес,Вторичный рынок,3,84.0,5,9,1,1,1,1,1,1,1,1,0
0,58000.0,Частное лицо,Вторичный рынок,3,84.0,15,16,1,1,0,0,0,0,0,0,0
1,38500.0,Бизнес,Вторичный рынок,2,50.0,1,4,0,0,0,0,0,0,0,0,0
0,67000.0,Бизнес,Вторичный рынок,3,68.0,3,4,0,0,1,1,1,1,1,1,0
1,110000.0,Частное лицо,Новостройки,3,95.0,4,9,1,0,1,1,1,1,1,1,0
0,42000.0,Бизнес,Вторичный рынок,2,65.0,7,9,0,0,1,1,1,1,1,1,0
1,41500.0,Бизнес,Вторичный рынок,2,42.0,4,4,1,0,1,1,1,1,1,1,0
1,23500.0,Бизнес,Вторичный рынок,1,29.0,3,4,0,0,1,1,1,1,1,1,0
2,39800.0,Бизнес,Новостройки,2,56.0,4,5,0,0,0,0,0,0,0,0,0
1,58000.0,Бизнес,Вторичный рынок,2,53.0,4,5,1,0,1,1,1,1,1,1,0
2,90000.0,Бизнес,Вторичный рынок,4,90.0,14,16,0,0,0,0,0,0,0,0,0
1,37900.0,Бизнес,Вторичный рынок,1,40.0,3,4,0,0,1,1,0,0,0,0,0
2,40000.0,Бизнес,Вторичный рынок,1,42.0,1,5,1,0,1,1,1,1,1,1,0
0,130000.0,Бизнес,Вторичный рынок,3,100.0,3,5,1,0,0,0,0,0,0,0,0
2,78000.0,Бизнес,Вторичный рынок,3,72.0,5,9,1,0,1,1,1,1,1,1,0
0,52000.0,Бизнес,Вторичный рынок,3,70.0,3,4,1,1,0,1,0,0,1,1,0
2,71000.0,Бизнес,Вторичный рынок,2,65.0,8,9,1,0,1,1,1,1,1,1,0
1,21500.0,Частное лицо,Новостройки,1,21.6,2,4,0,0,1,1,1,0,1,1,0
1,52000.0,Бизнес,Вторичный рынок,3,78.0,1,5,0,0,1,1,1,1,1,1,0
1,34000.0,Бизнес,Вторичный рынок,1,40.0,3,5,0,0,0,1,1,1,1,1,0
2,46000.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
0,36000.0,Частное лицо,Вторичный рынок,2,56.0,5,5,0,0,1,1,1,1,1,1,0
2,95000.0,Бизнес,Новостройки,4,95.0,7,9,0,0,1,1,1,1,1,1,0
1,77000.0,Бизнес,Новостройки,4,95.0,7,8,0,0,1,1,1,1,1,1,0
0,92000.0,Бизнес,Новостройки,3,110.0,4,5,0,0,0,0,0,0,0,0,0
1,75000.0,Бизнес,Вторичный рынок,3,80.0,4,9,1,0,1,1,1,1,1,1,0
1,115000.0,Бизнес,Вторичный рынок,5,110.0,1,5,1,1,1,1,1,1,1,1,0
0,57000.0,Бизнес,Вторичный рынок,2,54.0,2,4,1,0,0,0,0,0,0,0,0
2,47000.0,Бизнес,Вторичный рынок,2,60.0,9,9,1,0,1,1,1,1,1,1,0
0,70000.0,Бизнес,Вторичный рынок,3,75.0,7,9,0,0,1,1,1,1,1,1,0
0,41000.0,Бизнес,Вторичный рынок,2,52.0,1,4,0,0,1,1,1,1,1,1,0
1,23500.0,Бизнес,Вторичный рынок,1,29.0,3,4,0,0,1,1,1,1,1,1,0
2,40000.0,Бизнес,Вторичный рынок,1,40.0,4,4,1,1,1,1,1,1,1,1,0
1,140000.0,Бизнес,Новостройки,8,305.0,8,9,0,0,1,1,1,1,1,1,0
1,320000.0,Бизнес,Новостройки,5,370.0,7,8,0,0,1,1,1,1,1,1,0
0,55000.0,Частное лицо,Вторичный рынок,3,80.0,12,12,0,0,1,1,1,1,1,1,0
2,210000.0,Бизнес,Новостройки,3,110.0,2,9,0,0,0,0,0,0,0,0,0
2,58000.0,Бизнес,Вторичный рынок,2,62.0,7,9,0,0,1,1,1,1,1,1,0
1,28000.0,Бизнес,Вторичный рынок,1,40.0,4,9,1,1,1,1,1,1,1,1,0
1,34500.0,Бизнес,Вторичный рынок,1,40.0,2,5,0,0,1,1,1,1,1,1,0
0,38500.0,Бизнес,Вторичный рынок,2,45.0,1,5,0,0,0,0,0,0,0,0,0
1,59000.0,Бизнес,Вторичный рынок,4,80.0,2,4,0,0,1,1,1,1,1,1,0
0,46300.0,Бизнес,Вторичный рынок,2,54.0,5,5,1,0,1,1,1,1,1,1,0
2,130000.0,Бизнес,Новостройки,3,95.0,5,11,1,0,1,1,1,1,1,1,0
1,56000.0,Бизнес,Вторичный рынок,2,40.0,3,5,0,0,0,0,0,0,0,0,0
0,42000.0,Бизнес,Вторичный рынок,2,58.0,6,9,0,0,0,0,0,0,0,0,0
1,33250.0,Бизнес,Новостройки,1,35.0,1,11,0,0,0,0,0,0,0,0,0
1,55000.0,Бизнес,Вторичный рынок,2,65.0,6,9,1,0,1,1,1,1,1,1,0
1,24840.0,Бизнес,Новостройки,1,29.0,2,11,0,0,0,0,0,0,0,0,0
1,33000.0,Бизнес,Вторичный рынок,1,38.0,1,4,0,0,1,1,1,1,1,1,0
1,43500.0,Бизнес,Вторичный рынок,2,64.0,1,9,1,0,0,0,0,0,0,0,0
0,49500.0,Бизнес,Вторичный рынок,2,46.0,2,5,1,0,0,0,0,0,0,0,0
0,30500.0,Бизнес,Новостройки,2,63.5,2,8,0,0,1,1,1,1,1,1,0
0,66500.0,Бизнес,Вторичный рынок,3,70.0,3,4,1,0,1,1,1,1,1,1,0
1,50999.0,Бизнес,Новостройки,3,108.0,8,12,0,0,1,1,1,1,1,1,0
2,31800.0,Бизнес,Вторичный рынок,1,42.0,3,4,0,0,1,1,1,1,1,1,0
2,53000.0,Бизнес,Вторичный рынок,2,56.0,3,4,1,0,1,1,1,1,1,1,0
1,39000.0,Бизнес,Вторичный рынок,2,57.0,4,4,0,0,1,1,1,1,1,1,0
1,100000.0,Бизнес,Новостройки,4,133.0,4,8,0,0,0,0,0,0,0,0,0
0,32000.0,Бизнес,Вторичный рынок,1,38.0,1,4,1,0,1,1,1,1,1,1,0
1,55000.0,Бизнес,Вторичный рынок,2,50.0,1,4,0,0,0,0,0,0,0,0,0
2,125000.0,Бизнес,Новостройки,3,79.0,5,9,1,0,0,0,0,0,0,0,0
0,34000.0,Бизнес,Вторичный рынок,1,30.0,2,4,0,0,1,1,1,1,1,1,0
1,47500.0,Бизнес,Новостройки,3,86.0,4,6,0,0,1,1,1,1,1,1,0
1,42000.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,0,1,0,0,1,1,0
1,70000.0,Бизнес,Вторичный рынок,2,52.0,2,4,1,1,1,1,1,1,1,1,0
2,32500.0,Бизнес,Вторичный рынок,1,28.0,3,3,0,0,1,1,1,1,1,1,0
2,80000.0,Бизнес,Новостройки,4,105.0,1,8,1,0,1,1,1,1,1,1,0
1,115000.0,Бизнес,Новостройки,4,120.0,3,7,0,0,1,1,1,1,1,1,0
1,36999.0,Бизнес,Новостройки,2,77.0,10,12,0,0,1,1,1,1,1,1,0
1,68000.0,Бизнес,Новостройки,5,108.0,5,5,1,0,0,0,0,0,0,0,0
1,32500.0,Бизнес,Вторичный рынок,1,40.0,1,4,0,0,0,0,0,0,0,0,0
0,22000.0,Бизнес,Вторичный рынок,1,30.0,1,1,0,0,0,0,0,0,0,0,0
0,49900.0,Бизнес,Вторичный рынок,2,48.0,4,4,1,1,1,1,1,1,1,1,0
1,34500.0,Бизнес,Вторичный рынок,1,40.0,2,5,0,0,1,1,1,1,1,1,0
0,58000.0,Бизнес,Вторичный рынок,2,60.0,5,9,1,0,0,0,0,0,0,0,0
1,42000.0,Бизнес,Вторичный рынок,2,60.0,4,9,0,0,0,0,0,0,0,0,0
1,65000.0,Бизнес,Вторичный рынок,2,65.0,3,9,0,0,1,1,1,1,1,1,0
2,125000.0,Бизнес,Новостройки,2,64.0,4,7,0,0,1,1,1,1,0,0,0
1,80000.0,Бизнес,Вторичный рынок,3,90.0,1,5,1,0,1,1,1,1,1,1,0
0,41000.0,Бизнес,Вторичный рынок,2,45.0,3,4,0,0,0,0,0,0,0,0,0
1,36000.0,Бизнес,Вторичный рынок,2,56.0,4,4,1,0,1,1,1,1,1,1,0
0,40000.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,0,0,0,0,0,0,0,0
0,40500.0,Бизнес,Вторичный рынок,2,54.0,4,4,1,1,1,1,1,1,1,1,0
0,49000.0,Бизнес,Вторичный рынок,3,76.0,2,4,0,0,1,1,1,1,1,1,0
1,60000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,1,1,1,1,1,1,0
0,45000.0,Бизнес,Вторичный рынок,2,2.0,2,4,0,0,1,1,1,1,1,1,0
2,165000.0,Бизнес,Новостройки,3,103.0,5,8,1,0,0,0,0,0,0,0,0
0,45300.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,0,1,1,1,1,1,0
1,45000.0,Частное лицо,Вторичный рынок,3,95.0,6,6,1,0,1,1,1,0,1,1,0
0,37500.0,Бизнес,Вторичный рынок,2,55.0,5,5,0,0,1,1,1,1,1,1,0
2,71000.0,Бизнес,Новостройки,4,116.0,8,9,0,0,1,1,1,1,1,1,0
2,92000.0,Бизнес,Вторичный рынок,3,73.0,4,9,1,1,1,1,1,1,1,1,0
1,61500.0,Бизнес,Вторичный рынок,2,65.0,1,5,1,1,1,1,1,1,1,1,0
2,66165.0,Бизнес,Новостройки,3,88.22,3,10,0,0,1,1,1,1,1,1,0
0,33000.0,Бизнес,Вторичный рынок,1,33.0,3,4,0,0,0,0,0,0,0,0,0
1,46000.0,Бизнес,Вторичный рынок,2,49.0,5,5,1,1,1,1,1,1,1,1,0
2,173000.0,Бизнес,Новостройки,8,244.0,9,9,0,0,1,1,1,1,1,1,0
2,108000.0,Бизнес,Новостройки,3,85.0,6,8,1,0,1,1,1,1,1,1,0
2,144000.0,Бизнес,Новостройки,4,138.0,6,7,1,1,1,1,1,1,1,1,0
2,65000.0,Бизнес,Новостройки,2,70.0,9,9,0,0,1,1,1,1,1,1,0
2,87000.0,Бизнес,Новостройки,3,98.16,7,10,0,0,1,1,1,1,1,1,0
2,56000.0,Бизнес,Новостройки,2,67.0,4,9,0,0,1,1,1,1,1,1,0
1,89000.0,Бизнес,Вторичный рынок,4,120.0,16,20,1,0,0,0,0,0,0,0,0
0,45600.0,Бизнес,Вторичный рынок,2,45.0,1,4,1,0,0,1,1,1,1,1,0
1,39500.0,Частное лицо,Вторичный рынок,2,55.0,4,4,1,0,1,1,0,0,1,1,0
2,135000.0,Бизнес,Вторичный рынок,4,91.0,2,4,1,1,1,1,1,1,1,1,0
1,41999.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,0,0,0,0,0,0,0,0
2,58000.0,Бизнес,Вторичный рынок,1,37.15,1,4,1,1,1,1,1,1,1,1,0
2,210000.0,Частное лицо,Вторичный рынок,3,230.0,4,4,1,0,1,1,1,1,1,1,0
2,135000.0,Бизнес,Новостройки,4,100.0,9,10,0,0,0,0,0,0,0,0,0
0,88000.0,Бизнес,Новостройки,3,93.0,6,8,0,0,1,1,1,1,1,1,0
2,83000.0,Бизнес,Вторичный рынок,3,80.0,8,10,1,0,1,1,1,1,1,1,0
2,170000.0,Бизнес,Новостройки,3,185.0,4,9,0,0,1,1,1,1,1,1,0
0,39000.0,Бизнес,Вторичный рынок,3,72.0,5,5,0,0,1,1,1,1,1,1,0
0,33200.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,0,0,0,0,0,0,0,0
1,61500.0,Бизнес,Вторичный рынок,4,78.0,4,4,0,0,1,1,1,1,1,1,0
